,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,categorical_feature_1
0,4,-0.6234054056822963,1.1574723411231818,0.9784455721341987,3.9517882461988183,0.9187099491828747,-0.7421022765432059,-1.7648375209401628,1.9597088891141379,-0.4305500766750041,1.7127718261413771,-0.8598644469432841,0.8589194703831727,1.6333617701308962,0.1857702713174951,1.2326405165409384,-1.1269397506164103,-0.5590324572860387,1.9447202534592745,-0.7587597056652614,0.8164314228012294,1.126701010924623,1.2451972125267985,-0.3498799027405719,1.1939206050967135,-1.7648375209401628,-0.030706124704345084,-1.3769371692377326,-0.8765252622477462,-1.3035747751092859,-0.6858526551788927,C
1,1,-3.017604268301463,0.9629469233435995,1.9712165325252056,-2.183554161627114,-2.4759729781645574,-4.056342295972302,0.1481933552231614,0.5291998972182659,-0.6926048662447305,-0.03668094943443653,0.5411605151060667,-0.09408541789880737,-2.196636189307665,0.5001720311739101,-0.0758320342697181,-1.4284133574451228,-2.433943355657664,0.9307403840462454,0.37494449005960995,-1.8636223560025829,1.7104241440653274,-0.2664966111395134,1.3270704074446735,1.646004380129859,0.1481933552231614,-4.494677354375186,-0.8907554234436419,-0.2902906528139364,-0.4115378456929173,-2.5061861824876615,A
2,1,-1.8149850473222116,-2.619374407901777,-0.777540939871667,1.9210578326691068,-0.550762062923145,1.0973643342254709,0.4534018219262078,0.426273832275183,1.0814574248851452,1.6885452665262313,0.4699072914642546,-0.5564504538461997,0.511860043581652,-0.8201817504241721,0.16540069090071335,0.9713366514675172,1.467645806996444,-1.8481278001621009,1.3462729283770372,-0.8466217939182399,0.2961699993236865,-1.1474548181239121,-0.2898271513200469,0.04322197472997917,0.4534018219262078,1.5120436723928639,0.1939473417240819,0.2735273334152696,0.19125933115667776,-0.33644020270983244,A
3,3,0.25385953413058104,0.2765280246839263,1.1245072069342146,-0.5221924673322043,1.2230158104696043,-0.5210332938458696,1.267149278619937,0.4007197838706754,-0.48043718412588465,-0.5408280768603263,-1.385454947305559,-0.3105624234404907,0.6688025015260667,-1.0823979081589394,-1.2232179800379692,0.1876417647241476,1.0010253654294934,-0.8671192933352783,-0.31367293471414925,0.5965963672905685,-0.592903548736129,-0.4908166657530446,0.3650891171441194,-0.6124313490195885,1.267149278619937,0.385039855729844,-0.31756220297873605,0.5701565998465437,0.22412176672981415,0.808667494814804,B
4,4,-1.1198724141223637,0.2939634000872229,0.42174709056502035,4.960528250529862,-1.3711127773190284,-1.6111264438073398,-0.27198791435188807,3.291266808205301,0.32987518016016043,1.0258074301582487,0.46453669664228237,1.570395291246378,3.0637034451161584,0.45181954020961,1.7088358355620468,-1.7907325639983098,-2.3990100586372254,-1.0593231193778265,-0.0593010310383692,-1.6747947689048233,0.5113172795726498,1.8384767966228053,1.9464029426747682,0.495256163762255,-0.27198791435188807,-1.412095530285739,0.8918302780168734,1.8583742782189212,0.998610844753259,0.7208065530106643,C
5,0,2.38712369890823,0.9207594841921919,-0.27113195063637163,-3.8770148885694136,0.8646030909296828,1.3039591750903339,2.7814146137544675,0.450939137679654,0.6882739652831358,-3.306360741602879,1.9384032900024974,-1.9415012257185253,-0.14615532044876964,-0.4183133866117251,1.1395135603536701,-0.1620025591912365,2.343489229564127,0.009314239657220807,0.8160515842359881,0.4155993466346465,-0.22072165489298437,0.3229542003392514,-0.4240159233063686,-1.6019737965778238,2.7814146137544675,2.5901308629043176,1.818402548902006,0.9939494983994993,-0.37429864063501217,-1.069634487224115,B
6,0,-0.9139843407968714,0.5297933140576785,-0.297135268925511,-2.496446371706177,-2.939788120288565,1.8726059092854916,5.721251323274899,-1.1486684536807912,-0.737335142594743,-1.2657820552884593,1.4933119957156804,0.2632663513794904,0.6405904358720161,1.598931962390404,0.9657724998184714,0.6790197753967672,1.9078293272384381,0.7658991346241119,-1.0966049645010834,0.7303040505876277,-0.6489853259718876,1.1906175140876036,0.2879370796696163,0.7761567787372005,5.721251323274899,1.5059852448068984,0.531995218860502,-1.0721966928762976,-1.5630009578144868,1.52615336471831,B
7,0,2.745650309458821,2.0624118819854096,-0.483419504089454,-3.179121344253763,-0.4657757490083898,0.8637884059415749,0.1623351231441788,0.4871700750452569,1.1110970275961831,-0.9783156004969576,-0.4626604707186537,0.19228996207382598,-0.8859457266443836,1.4461853394863406,0.3984839045825862,0.27983040489289523,1.4969233460563207,1.2056773720737692,-0.17828050681090638,1.0268298068284327,-0.9015364145183374,-1.1367655649815531,1.3533471394958314,-1.0673949484267675,0.1623351231441788,3.377005245871183,-0.3518063448528762,0.7281066572441955,-2.230291867063708,1.108517591244653,B
8,4,0.4290692116714018,0.36680129171299924,-0.14957043547597618,3.3073836276419137,4.085925101703141,1.5554354035305722,0.3017746627449919,0.45900111602820093,0.07838787258080032,-0.9157053034524724,0.4889994124735927,-0.8250010329108676,2.3112066913906095,0.7466177435548828,-0.4809388593805225,-0.40335139104690754,0.9927812958850428,0.4597009094876261,-0.785865666417065,-0.5143654557514745,-1.4260179752516626,0.07779169521454565,0.47983424068217995,-0.8545906277669174,0.3017746627449919,-0.10106797896598038,0.23281772586782218,-0.43541470983530584,0.27056242823696286,-0.6712288215667457,A
9,4,-1.0323095486618534,1.1446658412953008,-0.7171584692473444,-0.20608527163129228,0.28242931859729437,1.2614534373041852,3.4249130082376436,-0.581434796833138,0.7528994673056214,-1.7726720394128028,-2.277114366601234,0.8667483150668691,0.9122129185391772,-0.08747884941097761,0.07586499110974049,-0.41076362737736427,0.8536471286785469,0.4407264922590445,0.7489954124287455,-0.6056053357963296,1.167017277120945,-0.9290046364184515,-1.0228717523435031,0.9869217544572102,3.4249130082376436,-0.8168743879148214,-0.1915160581832279,-0.7325769825908329,0.055332230139101,-0.16346325047957846,C
10,0,-1.0225514577767065,-0.11952118240651927,0.9339712480480346,9.695039718884113,1.9532005002458832,2.6169435069117744,-5.440417044752357,2.4545358024378188,-2.018418462394196,2.461078043683082,-0.9145401686463844,-0.03620964440549074,2.3110051289724414,0.3978199054151871,2.348355789204694,0.4687927092040868,-1.9874600768961659,0.3026743036516819,1.1547272289859078,-0.06076927309285171,0.27903161908763063,1.0614090993495653,0.8068684453966825,0.9436226713411197,-5.440417044752357,-0.6029791445123172,0.9195315553429846,0.022229876547622943,0.19221515904304298,1.916063326949972,B
